features,label
"[-534.8174       95.70263      32.589146     19.436592     10.696865
    4.931722    -12.195424    -12.670646    -16.062437      9.312639
  -10.227769      7.1962924    -1.2165323     6.4522467    -0.61892766
   -2.0746932     1.2140163     5.593125      5.3882537    -8.0838
    6.159811      0.74956673   -6.83852       1.7398915    -8.55038
    2.791526     -1.8736763     3.4926078     2.3035157     7.9386516
    5.7142076     8.592603      6.326789      2.1702693     2.93977
    5.365368      4.7230077    13.588555     12.018619     16.046343  ]",sad
"[-5.00272064e+02  1.09367950e+02  3.65607033e+01  9.70741844e+00
  2.19708276e+00  2.26267338e+00 -3.19689274e+00 -7.09608078e+00
 -1.23349304e+01 -2.31102085e+00 -7.62764883e+00 -2.03125262e+00
 -9.57531261e+00  3.70206380e+00 -3.75049233e+00 -3.95727801e+00
 -1.88238311e+00  5.70482194e-01  2.01123834e+00 -2.47431970e+00
 -2.96369463e-01 -3.17620230e+00 -5.75278425e+00 -1.11667946e-01
 -4.35601473e+00 -5.98983355e-02 -2.58840156e+00  2.77328181e+00
 -1.33083582e+00  5.11707067e+00  8.20880032e+00  1.16394272e+01
  6.98166847e+00  6.90602398e+00  7.70670605e+00  6.08507109e+00
  7.13000488e+00  1.55500889e+01  9.68198967e+00  9.69426918e+00]",sad
"[-4.9333386e+02  1.1690499e+02  2.2617504e+01 -4.3017020e+00
  6.0603428e+00  1.1980438e+01  8.1860852e-01 -1.7792782e+01
 -8.6332989e+00 -8.1527907e-01 -1.3083161e+01  1.9814765e+00
 -5.6001153e+00  2.6442277e+00  1.4584793e+00 -3.8155906e+00
 -2.2091200e+00  2.8130424e+00  1.1330429e-01 -3.5583951e+00
  1.1467521e+00 -6.1175556e+00 -5.9850984e+00  9.1203678e-01
 -6.8013401e+00 -1.1331879e+00 -4.3829775e+00  2.5472765e+00
 -2.4037993e+00  5.3985868e+00  3.5232131e+00  1.3597067e+01
  9.1250916e+00  1.1253098e+01  1.2073677e+01  1.0202546e+01
  8.3111916e+00  1.3496922e+01  7.2918806e+00  5.7830858e+00]",sad
"[-5.2333221e+02  7.3104202e+01  1.1304117e+01  1.1550964e+01
  1.6825748e+01  8.5522041e+00 -1.0440953e+01 -1.1656765e+01
 -9.2369823e+00  7.3644981e+00 -7.5862780e+00  1.0171001e+01
 -5.7363063e-01  7.6403804e+00  3.1118774e+00 -1.0488994e+00
  3.0586812e+00  1.0514652e+00  5.7788863e+00 -7.5271735e+00
  4.4749680e+00  5.8941203e-01 -1.1896973e+00 -7.9321903e-01
 -7.5783362e+00  1.7435107e+00 -6.3008094e-01  5.1185942e-01
 -4.5083007e-01  8.7995577e+00  6.8619981e+00  1.4282502e+01
  7.8968358e+00  1.2107815e+01  4.4002719e+00  5.4212832e+00
  8.0910463e+00  1.2919888e+01  8.1261015e+00  1.3667697e+01]",sad
"[-5.0769226e+02  8.1130325e+01  2.9311911e+01  2.0829742e+01
  1.5068982e+01  8.6908922e+00 -2.7364879e+00 -6.1865835e+00
 -7.3091621e+00 -2.5472400e+00 -7.0331597e+00 -4.0456754e-01
 -6.8603020e+00  3.1198914e+00  1.6959997e+00 -4.8761234e+00
 -1.8115015e-01  4.4465442e+00  1.5914287e-01 -4.2960610e+00
  3.4961879e+00 -4.8443332e+00 -2.3275948e+00 -2.5500694e-02
 -5.0587745e+00  9.8692113e-01 -3.2825177e+00  3.5122273e+00
 -2.8308117e+00  3.2905310e-02  1.4331844e+00  4.8592329e+00
  3.9457113e-01  6.1814947e+00  5.9299488e+00  4.2112451e+00
  4.7782817e+00  1.0862733e+01  6.3828297e+00  1.3791233e+01]",sad
"[-509.13345      95.926025     25.977608      5.553592     14.904489
   12.043827     -3.7718701   -12.711486     -8.612821      1.747804
   -9.678691      1.210491     -3.9700305     2.8377771    -2.3537986
   -4.109473      1.0000174     3.40141       0.80302614   -3.8628104
    2.4358473    -1.655585     -4.075474      1.4386786    -6.3354135
   -1.7346518    -2.0384107     1.5124673     0.6261797     4.575507
    4.2892637    11.387673      4.401894      5.9728646     6.4313354
    6.663441      5.3435955    11.151263      8.913786     11.443492  ]",sad
"[-5.0872534e+02  8.0495735e+01  2.2767410e+01  1.4554487e+01
  1.4935390e+01  7.9415922e+00 -1.2051894e+01 -1.0386841e+01
 -1.2828359e+01 -1.9285017e-01 -1.1937949e+01 -2.5028698e+00
 -3.7637308e+00  4.9850879e+00  5.9860080e-01 -4.7230186e+00
  9.1882920e-01 -6.5208979e-02  3.3194227e+00 -8.7685709e+00
  5.3054624e+00 -4.2572784e-01 -5.3075366e+00 -1.9216696e+00
 -8.6231632e+00  3.9636555e+00  1.0719590e+00  5.3060589e+00
  8.1446667e+00  8.2312031e+00  3.9353368e+00  8.0668077e+00
  2.7991953e+00  9.9488688e+00  1.2428090e+01  1.6226938e+01
  1.0259065e+01  1.0240398e+01  3.4050176e+00  7.6391253e+00]",sad
"[-5.3638538e+02  7.1003441e+01  2.2818827e+01  2.3661652e+01
  2.0587372e+01  1.1060403e+01 -6.6599970e+00 -8.1471529e+00
 -1.4906288e+01  4.0649791e+00 -8.7870150e+00  1.1428139e+00
 -3.1004260e+00  6.7122207e+00  2.6823421e+00 -4.8174367e+00
  1.3360662e+00  3.0329573e+00  2.9100783e+00 -7.1517563e+00
  5.7196460e+00  7.4863434e-01 -3.2372808e+00 -1.5493430e-01
 -7.5356951e+00  3.3156726e+00 -3.5484147e+00 -3.7036946e-01
 -6.8773544e-01  3.0817473e+00  1.4069185e+00  1.1023361e+01
  4.8688850e+00  9.7924776e+00  2.6959949e+00  3.3512590e+00
  6.1602139e+00  1.0000601e+01  1.2086632e+01  1.5547554e+01]",sad
"[-5.08929321e+02  7.28983002e+01  2.55004883e+01  1.49498663e+01
  2.12429619e+01  1.31371861e+01 -9.82593441e+00 -1.18185406e+01
 -1.77973442e+01  4.23450851e+00 -1.33885736e+01  2.35545874e+00
 -3.31673765e+00  4.53270912e+00  2.96403742e+00 -4.43846798e+00
  2.56907296e+00  2.15897441e+00  1.84283745e+00 -7.97392035e+00
  4.91829014e+00 -1.90956557e+00 -4.79951191e+00 -2.46858746e-01
 -7.06160784e+00  2.56425476e+00 -4.21145582e+00 -1.28206694e+00
 -1.12178981e+00  9.11819363e+00  7.86250782e+00  1.78062096e+01
  9.05659294e+00  1.33775959e+01  6.56483698e+00  5.93966770e+00
  8.94885635e+00  1.31759558e+01  9.93771553e+00  1.33338175e+01]",sad
"[-5.3487219e+02  6.1747829e+01  2.4479231e+01  2.4506628e+01
  2.0583370e+01  1.3359488e+01 -9.0601044e+00 -1.2059517e+01
 -1.5527404e+01  6.6273293e+00 -1.1386015e+01  5.5130787e+00
 -4.9484491e+00  8.0067673e+00  2.5298705e+00 -6.8836541e+00
  4.5936446e+00  3.9674170e+00  2.9612119e+00 -6.8556480e+00
  4.4430070e+00  3.5349807e-01 -1.1225677e+00 -3.3319333e-01
 -7.4509506e+00  2.5183382e+00 -3.0074322e+00  7.2044021e-01
 -8.4995562e-01  7.6803374e+00  3.4001968e+00  1.3691526e+01
  6.9007421e+00  1.2545632e+01  3.5051873e+00  4.2723303e+00
  9.3893108e+00  1.4569874e+01  1.5185162e+01  1.5606724e+01]",sad
"[-5.3012708e+02  8.2990326e+01  3.5367455e+01  2.1659275e+01
  1.3207501e+01  8.0662298e+00  2.1869807e+00 -8.5048046e+00
 -1.0069227e+01  1.0656930e+00 -9.5225782e+00 -2.3958187e+00
 -9.2635326e+00  3.5504613e+00  3.2577395e+00 -6.5236816e+00
 -8.7331933e-01  4.6092672e+00 -1.2900313e+00 -1.3744131e+00
  5.4708881e+00 -3.8626277e+00 -3.4356782e+00  1.6984787e+00
 -3.4972627e+00  2.4055254e-01 -2.7332139e+00  2.1505558e+00
 -4.2201328e+00  4.1568622e-01 -3.7930033e-01  6.3947620e+00
  3.9806640e+00  8.4899340e+00  9.9398212e+00  5.2993584e+00
  2.8470097e+00  6.2615385e+00  6.5743461e+00  1.2746932e+01]",sad
"[-5.7104474e+02  5.6697071e+01  2.3257792e+01  2.3618773e+01
  2.2691118e+01  1.5342435e+01 -4.7439594e+00 -7.3074818e+00
 -9.3580580e+00  6.0557232e+00 -8.2384701e+00  8.1439409e+00
 -5.0804985e-01  9.2919359e+00  1.9811609e+00 -4.8541994e+00
  2.9838400e+00  4.4007716e+00  2.5840485e+00 -2.2427566e+00
  6.7529368e+00 -1.1114653e+00  7.8850061e-01  1.6998591e-01
 -7.8254032e+00  3.1275074e+00 -9.0429205e-01  1.3393959e-01
  7.0078778e-01  6.0539050e+00  5.5151954e+00  1.2041960e+01
  8.9585457e+00  1.1765352e+01  5.1920190e+00  5.3536072e+00
  1.0026362e+01  1.3099106e+01  1.0967273e+01  1.1914339e+01]",sad
"[-5.02286804e+02  6.55814285e+01  2.01262131e+01  2.08174973e+01
  2.35246773e+01  3.87625813e+00 -2.06182137e+01 -1.63442707e+01
 -8.00292301e+00  1.09555006e+00 -1.61976280e+01  5.98693275e+00
 -3.03899735e-01  4.19794607e+00  2.68391762e-02 -3.82031584e+00
  2.80430126e+00  3.88603616e+00  1.19898427e+00 -9.17917538e+00
  8.98753643e+00 -7.12323761e+00 -2.26606631e+00 -1.74727380e+00
 -9.81178665e+00  4.00827456e+00 -1.65665531e+00  1.91618288e+00
  4.57924175e+00  1.00246458e+01  9.51927471e+00  1.27392101e+01
  7.49843168e+00  7.53657532e+00  4.42210817e+00  1.25910940e+01
  1.27340765e+01  1.53553371e+01  4.17511368e+00  5.51815176e+00]",sad
"[-5.3626141e+02  6.1194313e+01  1.7939924e+01  2.3868181e+01
  2.2541098e+01  1.1567164e+01 -1.1304842e+01 -1.4239121e+01
 -9.5996628e+00  8.2417955e+00 -1.6630230e+01  9.4458914e+00
  9.5968351e-02  8.0815659e+00  3.3019829e+00 -3.8515406e+00
  3.4749980e+00  4.5479574e+00  1.6029460e+00 -3.9921529e+00
  8.4430084e+00 -1.7478377e+00 -2.5228198e+00  4.8300970e-02
 -7.9697766e+00  4.4816198e+00 -3.1731954e+00  1.1818197e+00
 -1.9845992e-01  4.7315845e+00  4.1275463e+00  8.2848606e+00
  3.9178567e+00  5.5134573e+00 -1.4707632e+00  3.6492817e+00
  7.4991784e+00  1.6228395e+01  1.6966125e+01  1.9691462e+01]",sad
"[-5.48964355e+02  7.53839035e+01  2.38672962e+01  2.29530201e+01
  1.68503895e+01  6.89782810e+00 -3.77692986e+00 -1.03040209e+01
 -1.18022184e+01  8.82548523e+00 -1.31883497e+01  7.50163889e+00
 -1.40376556e+00  7.70212650e+00  3.24144745e+00 -3.40192199e+00
  2.20753670e+00  4.55469465e+00  3.61871386e+00 -4.85996294e+00
  5.86329222e+00  2.40719408e-01 -4.63942385e+00  2.00390244e+00
 -6.74193716e+00  3.27420855e+00 -1.80613172e+00  1.25618839e+00
 -3.28523803e+00  4.83917904e+00 -1.22038341e+00  8.46169758e+00
  6.73384380e+00  9.60495472e+00  8.00316334e+00  4.96094179e+00
  7.44985104e+00  1.03556490e+01  1.06837015e+01  1.70719948e+01]",sad
"[-5.1570416e+02  8.5354416e+01  2.9305470e+01  2.1150198e+01
  1.8224747e+01  4.1989040e+00 -1.3323944e+00 -5.9925084e+00
 -9.4227819e+00  4.3253386e-01 -8.7761831e+00 -3.0363679e+00
 -6.5808702e+00  2.5506875e-01  1.8390772e+00 -4.2692857e+00
 -4.4451398e-01  5.7737017e+00  4.6798742e-01 -3.2148354e+00
  5.3639517e+00 -2.7320518e+00 -2.3138404e+00  2.4501748e+00
 -6.4885144e+00  4.6073306e-01 -5.5898399e+00  1.6811258e+00
 -2.6143234e+00 -1.7364032e+00  2.3061790e+00  7.6038814e+00
  3.9198520e+00  8.1102829e+00  6.7781749e+00  6.2369175e+00
  4.3947473e+00  1.1555387e+01  1.2395622e+01  1.6733706e+01]",sad
"[-5.1996338e+02  8.5302658e+01  1.6018969e+01  1.2999312e+01
  2.0043497e+01  1.4332722e+01 -7.0716581e+00 -1.4465189e+01
 -5.6674585e+00  6.6664634e+00 -7.4902511e+00  3.4635661e+00
 -4.1447306e+00  2.2235305e+00  2.4007773e+00 -9.0095758e-01
  1.2674649e+00  2.8776841e+00  3.3354144e+00 -2.5710797e+00
  5.1222315e+00 -3.9096875e+00 -2.0087588e+00  2.9098201e+00
 -5.4462147e+00  2.8788576e+00 -2.8439791e+00  1.2080283e+00
 -2.6082996e-01  3.4249473e+00  4.5164199e+00  1.3316606e+01
  5.4158850e+00  1.0876138e+01  5.7098284e+00  3.1699371e+00
  5.0604911e+00  9.7327480e+00  9.5715675e+00  1.3281504e+01]",sad
"[-4.98053101e+02  1.06945572e+02  2.19883575e+01  6.80364943e+00
  1.09325485e+01  9.95257378e+00 -1.65709591e+00 -1.06284332e+01
 -1.27186546e+01  2.44764471e+00 -9.05935097e+00  4.80401069e-01
 -6.05405283e+00  2.31929541e+00  5.07842898e-01 -2.02534175e+00
 -2.33141470e+00  3.63144308e-01  2.76885843e+00 -3.64201474e+00
  5.18471241e+00 -3.07660985e+00 -6.76522589e+00  1.89664936e+00
 -5.33899736e+00  2.26334572e+00 -5.74165106e+00  1.31386805e+00
 -3.88856888e+00  1.52694857e+00  4.20221567e+00  1.37494650e+01
  6.47488117e+00  1.08029461e+01  9.02933025e+00  2.18832421e+00
  1.16008091e+00  6.07205439e+00  5.34019899e+00  9.40886116e+00]",sad
"[-5.15654602e+02  6.84158325e+01  2.62225990e+01  2.26078911e+01
  1.91688480e+01  1.16469822e+01 -1.17898293e+01 -1.23575459e+01
 -1.49144726e+01 -4.67827886e-01 -1.41887455e+01  1.34763074e+00
 -3.55208516e+00  5.56125641e+00 -8.49436700e-01 -5.06441736e+00
  2.37247634e+00  1.92964089e+00  3.39796734e+00 -6.74235058e+00
  6.21086121e+00 -3.53186816e-01 -5.46307278e+00  6.44266665e-01
 -8.84501839e+00  2.30383825e+00 -3.39276981e+00 -2.96966338e+00
 -7.68813968e-01  4.43143177e+00  6.82926798e+00  1.63615360e+01
  1.09352894e+01  1.07578907e+01  2.86315155e+00  3.24318933e+00
  6.85584545e+00  1.54371500e+01  1.71614265e+01  1.95359669e+01]",sad
"[-5.14462280e+02  1.02614182e+02  3.28983078e+01  1.20533638e+01
  7.38345861e+00  6.91610956e+00 -6.25782490e+00 -1.23447456e+01
 -1.31030884e+01 -3.98358881e-01 -1.27057495e+01 -8.39532435e-01
 -7.11120415e+00  1.45116341e+00 -8.34514916e-01 -3.69692731e+00
 -6.06031477e-01  1.32095718e+00  1.12668860e+00 -5.92068958e+00
  3.66547513e+00 -4.58523655e+00 -7.56046724e+00  2.81257463e+00
 -7.06465054e+00 -4.72589850e-01 -5.17638969e+00 -2.13355646e-01
 -3.37315965e+00  1.23238754e+00  2.43568793e-02  1.17011471e+01
  2.42998552e+00  8.45810509e+00  9.26054382e+00  7.00255156e+00
  1.06698589e+01  1.77497444e+01  1.29927216e+01  1.16815538e+01]",sad
"[-521.5125       81.64973      34.100914     25.020647     18.18686
   10.644817    -11.95333      -9.858341    -15.531255     -2.5979903
  -15.394732      1.6556181    -9.165764      2.891092      5.5918818
   -5.839406      1.4649558     3.768934      0.75526726   -5.6181583
    7.813483     -2.6934984    -3.4871306    -0.7737053    -8.998717
    2.798843     -5.6927285     0.8114686     0.60748476    3.8527074
    4.923968      9.091764      2.4022691     7.1145954     3.9466074
    9.924467     17.107145     21.374575     17.76363      14.492214  ]",sad
"[-5.2449084e+02  9.0182159e+01  3.3711002e+01  8.1512728e+00
  9.5197420e+00  1.8389103e+01 -8.9662609e+00 -1.6077927e+01
 -1.7865780e+01  2.3031898e+00 -1.2361357e+01  2.0455241e+00
 -7.9446597e+00  5.9026146e+00  1.8681812e+00 -7.9578013e+00
  1.1809220e-01  2.8123314e+00  2.4064653e+00 -5.8720412e+00
  3.5931613e+00 -1.6362723e+00 -2.9011240e+00  1.1737300e+00
 -7.1665444e+00  2.8303697e+00 -1.3151611e-01  3.3777754e+00
  2.2139053e+00  1.0662504e+01  5.8050952e+00  1.0098161e+01
  3.0364947e+00  3.0234191e+00 -8.7889385e-01  5.1396885e+00
  1.0499879e+01  1.6318378e+01  1.3255981e+01  1.4491975e+01]",sad
"[-5.4391632e+02  5.6769436e+01  2.7641842e+01  2.5924911e+01
  2.1664978e+01  1.5769590e+01 -7.2553682e+00 -1.2878932e+01
 -1.4502821e+01  3.8572285e+00 -1.4823844e+01  7.9179044e+00
 -3.8544095e+00  8.9842386e+00  6.1859918e+00 -8.8139820e+00
  2.2162328e+00  3.7272575e+00  5.2049130e-01 -3.8629706e+00
  6.0655112e+00  4.8996320e+00 -5.5417542e+00  1.5790689e+00
 -8.6479959e+00  2.9053230e+00 -5.4906030e+00  7.5387545e-02
 -2.8325620e+00  7.6737847e+00  3.2004001e+00  1.0236030e+01
  5.0414413e-01  4.0393715e+00 -6.6168629e-02 -1.2325560e+00
  7.9956794e+00  1.1641002e+01  1.5633643e+01  1.6026827e+01]",sad
"[-5.3549799e+02  6.8361542e+01  3.2036457e+01  1.8447611e+01
  1.9981886e+01  1.5494846e+01 -1.2068839e+01 -9.7472363e+00
 -1.5140787e+01  3.0927141e+00 -1.3124416e+01  4.2239738e+00
 -5.0182118e+00  1.0168219e+01  1.7358063e+00 -7.8929935e+00
  2.8832579e+00  3.1682954e+00  3.8556643e+00 -5.4164729e+00
  4.5123105e+00  3.2808945e+00 -6.4530997e+00  4.1943139e-01
 -8.9662628e+00  8.2824421e-01 -3.2435782e+00  1.7259380e+00
  2.3194511e+00  9.5862379e+00  7.6389036e+00  1.4592902e+01
  8.7001181e+00  8.3818855e+00  6.5223165e+00  9.6582165e+00
  1.1885112e+01  1.4461104e+01  1.3112888e+01  1.2186620e+01]",sad
"[-5.1438287e+02  7.5466774e+01  2.4731981e+01  1.5054351e+01
  1.7270258e+01  1.2222731e+01 -1.0054284e+01 -1.1027280e+01
 -1.7487745e+01  6.2234545e+00 -1.3019172e+01  6.2878809e+00
 -2.8826373e+00  7.6685476e+00 -5.7632506e-01 -2.1696944e+00
  2.7302492e+00  3.0414500e+00  3.5919075e+00 -6.7751966e+00
  7.2077756e+00 -4.9247071e-01 -4.8955226e+00  2.6103053e+00
 -7.0121775e+00  5.7610327e-01 -1.6379062e+00 -1.9810462e+00
 -2.6219823e+00  4.7136869e+00  2.0131903e+00  1.2181682e+01
  1.0379209e+01  9.7796078e+00  9.0153742e+00  7.3715129e+00
  6.5967612e+00  1.1593236e+01  1.1523710e+01  1.4354622e+01]",sad
"[-500.9668     102.2517      32.909153    11.607201    14.556473
    9.51999     -2.815195   -13.808216   -13.167128    -3.4643338
  -12.115787    -3.9412866  -11.497224     4.2028093    3.5132365
   -5.682034     2.115724     2.327593    -1.8421434   -1.1681299
   -1.2303848   -2.9832826   -3.7598011   -0.8658628   -3.9396942
    5.9818506    3.4719262   16.928474     4.1911573    8.581975
    2.4794238    0.8316729   -1.3501749   10.128482     9.1755
   13.679761    11.87229      6.7843523    4.8209987    4.9996367]",sad
"[-525.50745      82.54321      30.688036     12.672995     16.732609
   17.651142    -12.776116    -14.950118    -17.415733      1.0997819
  -11.615341      5.5380015    -4.8071604     8.089701      2.3180435
   -8.360033      2.4007368     1.2896159     0.615115     -5.3486056
    4.8771       -1.1271217    -3.3293452     0.98432034  -10.009925
    2.643101     -2.7453158     0.81411374   -2.9808185     9.585672
    6.1516275    13.959174      8.475996     10.421992      1.4904912
    0.7764752     5.1505322     7.480387      9.878086     15.684699  ]",sad
"[-5.2615509e+02  7.6151138e+01  3.3167721e+01  1.4238434e+01
  1.3988855e+01  9.2026596e+00 -5.4441066e+00 -9.9650068e+00
 -1.2489978e+01  5.3015761e+00 -1.1494860e+01  3.3445621e+00
 -2.6384041e+00  9.2370415e+00  1.3031110e+00 -2.9395580e+00
  6.2238584e+00  3.0574026e+00  2.3234913e+00 -5.8933511e+00
  8.4517365e+00 -9.6976864e-01 -2.3812795e+00  1.0705252e+00
 -6.9275937e+00  4.3353238e+00 -3.0421855e+00  1.0927368e+00
  3.1217375e-01  7.5572205e+00  6.4014435e+00  1.2329782e+01
  7.7200780e+00  9.6333218e+00  3.5562196e+00  4.3489923e+00
  9.2342119e+00  1.3290088e+01  1.1286132e+01  1.1846436e+01]",sad
"[-516.32776      92.13016      36.388504      9.978813      7.4443917
    8.918145    -11.018732    -11.942761    -18.183308      1.3326336
  -15.807135      3.6147847    -4.2269735     7.844093      1.3978472
   -6.661444      3.180189      0.74449897    0.9542628    -5.0998073
    6.4531503     0.9659397    -5.0570636     2.5469396   -11.630908
    4.782176     -6.692717      2.0022597    -0.97037625    4.708639
    6.3589334     9.185648      2.864752      3.9930077    -2.64172
   -1.254984      7.3057103    12.294972     17.473846     22.181864  ]",sad
"[-514.85944      90.29178      31.06054       9.6984215    11.20047
    9.358541     -8.611496    -12.675801    -16.111351      1.6045679
  -13.119723      3.8190465    -5.637982      3.8189049     1.4115063
   -6.7554245     2.6780856     2.9028594     2.0444906    -9.7618685
    4.2349005    -1.6563325    -7.306157      1.4433182    -8.815832
    0.62350523   -3.524997      2.2218854     1.8655435    12.735373
    6.9681106    13.982458      6.810672      5.5456004     2.1157603
    4.7179475    11.5254345    15.680323     14.088664     15.221524  ]",sad
"[-524.9481       86.19163      32.26763      19.473066     16.839354
   16.265202     -0.5297132   -12.520965    -20.091612     -1.2796683
  -18.036785      6.2097893    -6.126435      7.7056003     4.020076
   -7.797009      2.3437023     1.1062223     1.0729475    -2.8521879
    2.4533556     5.206473     -3.4726994     1.4380912    -8.189818
    3.9891615    -5.6611505     0.86830115   -5.717713      1.596951
    4.0683775     7.043089      3.2996254     9.957266      2.7302449
    2.52841       8.041703     13.752336     16.182203     23.357     ]",sad
"[-511.1152       91.019646     30.970032      8.922666      7.712367
    8.422258     -0.55996835   -7.617427     -9.837079      4.464241
   -6.6041627     3.9736078    -3.7035336     4.247144      1.9180188
   -3.932994      1.6946391     3.8012664     1.1567637    -1.3250003
    5.817159     -1.8838131    -2.293296      2.5574303    -4.450139
    4.0713134    -4.721016      6.6578617    -0.98695433    5.555945
    8.951525     10.788679      4.1155043     6.6272397     0.85427266
    2.4045596     2.8961687     7.492999      7.2153764     8.679758  ]",sad
"[-5.0167395e+02  9.3910942e+01  2.7121550e+01  9.9322948e+00
  7.9809403e+00  9.0484924e+00 -2.0035067e+00 -9.2928543e+00
 -1.1817651e+01 -3.4339449e+00 -9.6062889e+00  1.9804662e+00
 -6.2039676e+00  6.0039339e+00  2.7206168e+00 -5.8599067e+00
  1.6151044e-01  3.3754852e+00  5.1773280e-01 -3.5255053e+00
  3.9710679e+00 -4.1479249e+00 -2.6914768e+00  4.5193639e-01
 -6.8796887e+00  3.3381538e+00  6.0719132e-01  8.3919382e+00
  4.1806607e+00  1.1508703e+01  5.0713577e+00  7.6998968e+00
 -2.7250686e+00  3.3616986e+00  4.1705513e+00  6.8840427e+00
  1.0249830e+01  8.6175470e+00  6.3884649e+00  9.5478926e+00]",sad
"[-5.19415222e+02  7.52242355e+01  2.75430965e+01  7.34177160e+00
  1.54624758e+01  1.33680563e+01 -1.53187447e+01 -1.39012785e+01
 -1.33333683e+01  4.98924065e+00 -1.32804785e+01  5.69627571e+00
 -7.57386017e+00  6.74718189e+00  4.31338215e+00 -8.74352813e-01
  4.00893211e+00  8.79403234e-01  2.70743561e+00 -4.97747612e+00
  2.10178757e+00 -1.75612593e+00 -4.42796373e+00  2.91173100e+00
 -7.41991043e+00  5.09838700e-01 -6.94582641e-01  2.01408076e+00
 -3.41748381e+00  6.77993155e+00  6.90862513e+00  1.11165123e+01
  5.71516037e+00  9.39635849e+00  6.47687721e+00  6.95898819e+00
  1.22241535e+01  1.63114834e+01  1.10956030e+01  1.13204861e+01]",sad
"[-5.3344299e+02  7.5521698e+01  2.5921082e+01  2.0008472e+01
  2.2973066e+01  7.9405861e+00 -1.3902130e+01 -1.1260436e+01
 -1.5059330e+01  2.4775712e+00 -1.3077414e+01  2.5482838e+00
 -3.0799069e+00  5.8249030e+00  2.7648435e+00 -3.9977212e+00
  1.1199368e+00  2.6536491e+00  3.0949514e+00 -6.8849125e+00
  6.7888293e+00 -6.6886979e-01 -1.2585336e+00 -1.9392367e-01
 -8.1416454e+00  2.1512604e+00 -7.4655366e-01  3.3920429e+00
  2.9503140e+00  6.9798851e+00  2.5716152e+00  5.8315101e+00
 -3.0326946e+00  2.0354521e+00  1.0538100e+00  7.6216741e+00
  1.0948712e+01  1.5683624e+01  1.5849447e+01  1.4278077e+01]",sad
"[-5.39578491e+02  7.57648239e+01  2.14009819e+01  1.29777441e+01
  2.09808388e+01  1.41012745e+01 -1.04966335e+01 -7.75175476e+00
 -1.15327606e+01  6.84582949e+00 -8.91069031e+00  3.25943351e+00
 -3.18245721e+00  8.03061867e+00  6.53616562e-02 -3.69654155e+00
 -2.11446118e-02  3.94379210e+00  1.00450540e+00 -5.48652315e+00
  6.46828556e+00  2.35012487e-01  4.61600363e-01 -4.89026517e-01
 -6.49644089e+00  3.38983846e+00 -7.03939497e-01  9.04662967e-01
  4.98420805e-01  6.52714729e+00  5.36340904e+00  1.04466724e+01
  5.39533520e+00  9.11916161e+00  1.75649059e+00  3.86489391e+00
  5.24737501e+00  8.85352612e+00  7.89983749e+00  1.31154861e+01]",sad
"[-517.92365     87.980316    30.475782     5.3626084   18.645296
   19.981611    -9.184142   -20.180084   -17.241959     1.2737598
  -13.414624     2.5619357   -6.368421     6.755939     1.394245
   -8.622854     1.7425557    1.1346128    1.4387097   -6.0744095
    2.8842826   -1.4741944   -2.5899167   -1.4963259   -8.027343
    1.7825328   -2.8703716    1.2878063   -1.2990794    7.8339534
    6.2643137   12.562541     6.2942204    9.052825     3.289237
    3.1104326    5.9325957   12.166315    13.042276    16.445208 ]",sad
"[-5.2129034e+02  6.5839142e+01  2.9494680e+01  1.5602344e+01
  1.7137970e+01  1.4463873e+01 -1.1714842e+01 -1.2415219e+01
 -1.5858434e+01  1.0385028e+01 -1.5567005e+01  1.3468856e+00
 -5.5526114e+00  9.3157492e+00  5.5229912e+00  6.5307707e-01
  3.8579323e+00  1.3610018e+00  6.6810262e-01 -8.1709366e+00
  3.1908004e+00 -1.9165727e+00 -4.5199938e+00  2.0232029e+00
 -8.8330355e+00  2.6229579e+00 -2.4693193e+00  3.6075440e-01
 -4.8743448e+00  6.3580732e+00  8.3215561e+00  1.2715729e+01
  9.1042652e+00  1.2333901e+01  3.3798800e+00  4.1795430e+00
  1.0322444e+01  1.7936611e+01  1.3542422e+01  1.6358690e+01]",sad
"[-506.46307      87.08225      25.060137      9.871187     14.814239
    9.982587    -11.644293    -14.913291     -7.1662097     2.0807428
  -10.619026     -3.570937     -6.2761574     2.7931302     0.8985163
   -4.063241      1.1459494     1.9030681    -0.6262998    -3.7119832
    4.96912      -5.383173     -2.397695     -0.54599696   -5.8744946
    2.6704876     3.3393328     8.782047      6.0814505    10.084612
    5.070215      6.346306     -2.998419      4.267791      1.7660582
    8.814902     11.294931     13.548806      9.084556     11.415514  ]",sad
"[-5.38321716e+02  8.40805054e+01  3.56126976e+01  1.37266750e+01
  1.21855822e+01  1.09552431e+01 -3.80355811e+00 -6.56836462e+00
 -1.82269917e+01  3.12709570e+00 -1.03953085e+01  7.38902509e-01
 -4.21784878e+00  8.06012249e+00  1.61475348e+00 -4.83503962e+00
  1.01682127e+00 -3.72870892e-01  9.93017077e-01 -4.08427906e+00
  3.96628404e+00  1.21875696e-01 -4.02256870e+00  2.60282278e+00
 -5.31489086e+00  3.61638808e+00 -4.78653669e+00  5.16160631e+00
  3.43005514e+00  1.00219479e+01  6.80737972e+00  1.13639994e+01
  3.46282244e+00  1.54954553e+00  1.89463449e+00  7.61281061e+00
  8.19769573e+00  1.39461985e+01  1.16879978e+01  9.88876724e+00]",sad
